Income,Recency,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,age,Years_member,total_spend,offsprings,total_purchases,online_purchases,purchases_per_year,income_spent_log,average_spent_per_purchase_log,offline_purchases_log,discount_purchases_log,wine_spend_log,fruits_spend_log,meat_spend_log,fish_spend_log,sweet_spend_log,gold_spend_log,spent_web_visit_log,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD
0.01830486166670544,-1.3162393949561642,0,0,0,0,0,0,0,-1.205058787791487,0.040487383407604376,-0.9751331599112423,0.06540104006749761,-1.4164147444018986,-1.0848234526166307,-1.4323315653648894,-1.1884381525040557,-1.5471761547145142,0.7854992306499556,0.679141461010181,-0.8176303945522422,2.404476733707035,0.5959668387748259,-1.0584561430230741,1.2271322849787152,-0.642786619431054,-1.2213262337538386,0,0,0,1,0,0,0,0,0,0,1,0,0
-2.119485684788251,0.3418145852504653,0,0,0,0,0,0,0,-0.6067324653225004,1.5012982976464795,-0.9053316209877761,-1.2646182929415224,-1.1558242531421694,-0.5169923421288173,-1.2296860024959502,-0.18178376069614235,-0.8056032763424691,0.7854992306499556,-0.08101239606910084,-1.6885153219868354,2.404476733707035,-0.5339826643183548,1.678211010105625,-0.6502504270981345,1.4413376282612187,-0.9980126996744266,0,0,0,1,0,0,0,0,0,1,0,0,0
0.5335917406305576,1.1362987840994754,0,0,0,0,0,0,0,0.8463457463878951,0.040487383407604376,0.8247493794724202,-1.2646182929415224,0.1471282031564765,0.19279654598094959,0.14830382501283632,1.0193297850355305,1.24322816300742,0.7854992306499556,-1.111469488260054,-1.2627968652828276,0.21009100442142056,1.5021171883132964,2.0083726400161206,1.1534578616552136,-0.9231435428622269,0.7293103421019936,0,0,1,0,0,0,0,0,0,0,1,0,0
0.35782828740246264,0.13455783772463661,0,0,0,0,0,0,0,1.4446720688568815,0.040487383407604376,-0.49150821165579833,1.3954203730765178,0.016832957526611913,0.39153743465168434,0.016584209148025955,-0.5579534087863778,-0.06502640908424624,-0.6332191476167713,0.22937040612503812,1.2189900807411236,-0.8710826036208567,-0.6167878853720716,-0.8994828018363741,-0.6560776690965303,-0.7245055875135893,0.17323652600786676,0,0,1,0,0,0,0,0,0,0,0,1,0
-1.650193920433922,-0.3835840310899351,0,0,0,0,0,0,0,-1.5469595434880505,1.5012982976464795,-0.9302607420318711,-1.2646182929415224,-1.2861194987720341,-1.4255221189093186,-1.3512733402173136,-0.8907008606314515,-0.9067674570821816,1.56287761569301,0.22937040612503812,-1.8793918017031677,2.404476733707035,1.0125711451682264,0.9652918787746713,-0.5327628111527996,-0.04738800583610798,-1.2605711454033557,0,0,0,1,0,0,0,0,0,0,1,0,0
1.4779560189561225,-0.9017258999045068,0,0,1,1,0,0,1,1.957523202401727,1.5012982976464795,1.17874289829857,-1.2646182929415224,1.4500806594551225,0.6186698788468097,1.2020607519313202,0.8144052383141425,0.9039858286599175,0.47261970823525135,-1.3636054531680721,1.26648789633074,-0.6395415946203382,-1.3863437338111038,-0.33398906689663804,0.11478345528244904,-0.8452489977727846,1.4462141778076052,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.47842164064988146,0.06547225521602706,0,0,0,0,0,0,0,-0.9486332210190641,1.5012982976464795,-0.8471636718848877,1.3954203730765178,-0.7649385162525757,-0.5169923421288173,-0.8649239893318595,-0.9376230425282167,-0.7566636839001143,-0.6332191476167713,1.3902179058019588,0.4655793980500338,0.1393613628691172,-0.38014294111468966,-0.7181017274191822,1.8299752586337235,-0.7629347069686737,-0.7604996947757129,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.67382053265937,-1.0053542736674212,0,0,0,0,0,0,0,1.957523202401727,1.5012982976464795,-0.4798746218352206,-1.2646182929415224,-0.2437575337331173,-0.16755781259785493,-0.3785746384464055,-0.14800051444557036,0.11191461314818507,0.47261970823525135,-0.20275795349115125,-0.8086297390472159,-0.661004535206224,-1.080797696150414,2.5236127184456945,-0.18225480478639444,-0.26013494048926733,-0.42773941276099803,0,0,0,0,0,1,0,0,0,0,1,0,0
1.2006233617152713,1.4471839053882183,0,0,0,1,0,0,0,1.7010976356293042,0.040487383407604376,1.954869533471396,0.06540104006749761,1.4500806594551225,1.1428216731432526,1.465499983660941,1.7412876140983249,1.2378340372456513,-0.5179533459597022,-0.962911810570433,0.528747214004081,-0.01690545180331101,0.3047786363345227,-1.0584561430230741,-0.8142393649745053,-0.1506201643526955,1.3444857516901603,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.8624354044572822,1.2744699491166944,0,0,0,0,0,0,0,-1.3760091656397686,1.5012982976464795,-0.7856718399761199,0.06540104006749761,-0.8952337618824403,-0.23307678688491046,-0.986511327053223,-0.7249529886127143,-0.29569532431788464,-0.26256884609427,0.679141461010181,-2.0883795208841,1.7234291913806696,-0.8695092187893518,2.2990048842276853,2.3836808800636327,1.7191675736262648,-0.8371826800629422,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.7082183816194756,-0.27995565732702077,0,0,0,0,0,0,0,-1.119583598867346,1.5012982976464795,-0.4815365632381603,-1.2646182929415224,-0.37405277936298187,0.6186698788468097,-0.5001619761677689,-0.13042926036147956,0.19455239222225224,0.09701559855980785,-0.8975237204836815,-0.7734306671658808,-0.8738563611319135,-0.096698254192146,2.2016167128582156,1.5288477299754144,0.39123482037770774,-0.5436673096977445,0,0,0,1,0,0,0,0,0,0,1,0,0
-2.360891699781881,-0.24541286607271598,0,0,0,0,0,0,0,-0.8631580320949231,0.040487383407604376,1.868448580518533,0.06540104006749761,3.665099835162821,1.6486891025223784,3.7047334533627194,3.275907325684393,0.6538880280092874,-3.1342735755390403,1.5175934382270524,-2.2693762037838994,-1.0044601411888618,2.540085027276722,-1.0489175097967514,-1.0014948810217674,-1.2246973281550848,-1.5540865157685533,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32214051910635316,0.4799857502676844,0,1,0,0,0,0,0,1.7010976356293042,1.5012982976464795,0.6086969970902631,0.06540104006749761,0.2774234487863411,-0.7842069823583764,0.10777471243904863,0.9044647732320389,1.03851320725499,1.019393654602495,0.011187814285221163,1.6992012026969485,-1.0176284771831297,-1.3765462321704047,-1.0584561430230741,-1.0144373861461504,-1.0092050108256307,-0.9980126996744266,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6430437850300046,-1.6962100987535167,0,0,0,0,0,0,0,1.2737216910085998,-1.4203235308312707,-0.10261392336791555,0.06540104006749761,0.6683091856759349,-0.0627274537385663,0.9146724991353701,-0.15669820792382416,0.22942816522976067,0.37714879082631075,-0.2395455029971589,1.0541867866105068,-1.0176284771831297,-0.4709768911792192,-0.433244003094582,0.2657398655251118,-1.1263496009330012,0.7293103421019936,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.5338881720980517,0.6872424977935131,0,0,0,0,0,0,0,1.5301472577810225,0.040487383407604376,-0.26880806366188253,0.06540104006749761,0.6683091856759349,-0.0627274537385663,0.6751822884720785,0.17634839346786255,0.011369862786335264,-1.410597532659825,1.5270875024433115,0.6864856250112783,-0.8641746662911377,-1.6443183500903367,0.33126939520839455,-0.7138019394375614,1.0782210556925143,0.012406506396382157,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.589711036012403,1.3780983228796087,0,0,0,0,0,0,0,-0.008406142853514022,0.040487383407604376,-0.8820644413466208,-1.2646182929415224,-0.8952337618824403,-0.23307678688491046,-0.9054531019056474,-0.7118470817598804,-0.8877610989894397,-0.26256884609427,0.679141461010181,-1.7935334843566895,0.16641991123415736,0.7337227755058467,1.9510536574110142,2.3097261355600804,0.6027821881349713,-0.927810863388641,0,0,0,0,1,0,0,0,0,0,1,0,0
0.07141842001936148,-1.5580389337362976,0,0,0,0,0,0,0,-0.6067324653225004,0.040487383407604376,-0.5795911060116008,1.3954203730765178,-0.11346228810325269,0.1319574984286837,-0.1151354067167844,-0.6105754866913811,-0.1909584178721251,-1.0712741261792857,0.9895242632043196,0.9334969421389874,-0.6656862723765813,-1.1100216808286003,-0.866887985079314,-0.49756049713538675,0.46702941571843654,-0.21090702768302966,0,0,0,1,0,0,0,0,0,0,1,0,0
0.01830486166670544,-1.0398970649217258,0,0,0,0,0,0,0,-1.4614843545639096,0.040487383407604376,0.05194662710547374,0.06540104006749761,1.580375905084987,4.0256565417736905,1.5972195995257517,0.34098803447521375,0.07649920262959312,-3.1342735755390403,-1.7794231349850136,-2.2242684595450797,-0.98188289369046,-2.209425346872857,-0.9808995195042722,2.3836808800636327,2.3576823573573424,2.051636148775231,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.6451556585259487,-0.7980975261415925,0,0,0,0,0,0,0,-1.7179099213363322,0.040487383407604376,-0.7889957227819993,0.06540104006749761,-0.7649385162525757,-0.5169923421288173,-0.7737334860408369,-0.7921688271577587,-0.43524358336043684,0.33091002251234664,0.4315386625274434,-0.7604317287531328,-0.6723521019461245,0.6340056053700557,1.2868436926633726,2.315620859766891,-0.3872681479503022,-0.28110886396881524,0,0,0,1,0,0,0,0,0,0,1,0,0
1.564810587580389,1.6198978616597421,0,0,1,0,0,0,0,0.33349461284304965,0.040487383407604376,1.7720559791480321,-1.2646182929415224,1.4500806594551225,1.1428216731432526,1.465499983660941,1.3101123737811777,1.1677024663347289,-0.17862993947916167,-1.3636054531680721,-0.13654011571543448,0.3060772196172861,1.8125522383404589,-0.8524275003237232,-0.14734828283323,-1.231327803646046,1.9005595677842868,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.95327718960463,-0.5217551961071543,0,0,0,0,0,0,0,-1.7179099213363322,-1.4203235308312707,-0.9568518044789059,-1.2646182929415224,-0.8952337618824403,-0.23307678688491046,-0.8096570176403306,-0.8807013770549443,-1.7606374694413636,-0.26256884609427,0.679141461010181,-0.8003497180403907,1.83456479310175,0.7337227755058467,0.006855690006881711,0.43103216183978443,0.2047987944556359,-0.3828372900862599,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.6327342130681328,0.23818621148755098,0,0,0,0,0,0,0,0.5044449906913314,0.040487383407604376,-0.47821268043228093,-1.2646182929415224,-0.5043480249928465,1.5478480596450497,-0.510294254311216,-0.16878240962876462,0.2951692080135305,-1.1935613120946913,-0.8207438917104979,-0.3932709877169647,0.1691410056076756,-0.9104719388265246,0.618281305840854,0.48379309199752246,1.600026378065757,-0.28110886396881524,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.5406244175194057,-0.6253835698700686,0,1,0,0,0,0,0,-0.09388133177765494,1.5012982976464795,-0.8072770782143356,0.06540104006749761,-0.7649385162525757,-0.5169923421288173,-0.8649239893318595,-0.851254225890891,-0.5266702491521539,0.33091002251234664,0.4315386625274434,1.7799761416398534,-1.0176284771831297,-1.8337260057615064,-0.7856134957176846,-1.0144373861461504,-0.9480038403712967,-0.7155975721009747,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.2510136391914058,-1.4198677687190786,0,0,0,0,0,0,1,1.4446720688568815,1.5012982976464795,-0.5048037428793157,1.3954203730765178,0.2774234487863411,-0.7842069823583764,0.10777471243904863,-0.39543242253503663,-0.22568750735504461,-0.45737391724045173,1.5510654462730762,-0.5534288187338369,-0.12967959224749204,0.6124841866185156,0.6533367385506191,0.5604415449465113,0.29606623428625545,-0.28110886396881524,0,0,1,0,0,0,0,0,0,0,0,0,1
0.80227716084116,-1.5580389337362976,0,0,0,0,0,0,0,1.957523202401727,0.040487383407604376,0.9809718713487492,-1.2646182929415224,0.40771869441620573,0.24011580518826722,0.41174305674245737,1.0112761909743686,1.2036724603446192,0.7854992306499556,-1.1837180149577626,-0.16348222663701525,-0.37885181107595406,1.195094567305105,0.5072614716685818,0.22408650686791498,-1.0221846269157797,-0.6652524176597119,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.11824749716344281,0.2036434202332462,0,0,0,0,0,0,0,1.5301472577810225,0.040487383407604376,-0.8986838553760175,1.3954203730765178,-1.1558242531421694,-0.5169923421288173,-1.1688923336352683,-1.0646202183932707,-0.740815540265799,0.7854992306499556,-0.08101239606910084,0.7146106384162235,-1.0176284771831297,0.4086831603382027,-0.5582177295542567,-0.6724917442133774,-0.7136142364178755,-0.927810863388641,0,0,0,0,1,0,0,0,0,0,0,1,0
0.739978834391191,-0.41812682234423987,0,0,0,0,0,0,0,-0.09388133177765494,0.040487383407604376,0.5106424543168226,0.06540104006749761,1.7106711507148518,-0.11139869178037907,1.7289392153905625,0.5161299524768544,0.42541687342436063,0.19781270856231983,0.03084501992980425,1.2801489202361729,-0.5972229761709983,-0.6664576705695666,-1.0584561430230741,-0.8190424326109192,-0.7996903273501738,1.5677992857695724,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.3446741369618733,0.9290420365736466,0,0,0,0,0,0,0,-0.6067324653225004,0.040487383407604376,-0.8720927929289828,0.06540104006749761,-0.7649385162525757,0.24011580518826722,-0.7737334860408369,-0.7921542900070647,-0.928892445275718,-1.6812872243609962,1.3902179058019588,-1.8278096637445989,-0.18888970063769436,-0.6001763311932168,1.7460000349038494,0.841997903061407,2.3576823573573424,-0.6652524176597119,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.45076003711112994,1.7235262354226566,0,0,0,0,0,0,0,-0.3503068985500777,-1.4203235308312707,-0.8953599725701381,0.06540104006749761,-1.025529007512305,-0.8414672624075679,-0.9533511440383058,-1.030446910159414,-0.8668056179912412,0.19781270856231983,0.9895242632043196,1.4606481031335607,-1.0176284771831297,-1.3662808729508797,-0.5729327778555484,-1.0144373861461504,-0.5659798338108369,-1.0997411257918712,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.13931617965150747,0.13455783772463661,1,0,0,0,0,0,1,2.2139487691741495,0.040487383407604376,0.49236109888448626,-1.2646182929415224,1.1894901681953933,2.0382476550663435,1.2020607519313202,1.1400927538282437,0.5796922427199425,-1.81894797248347,-0.8975237204836815,0.18814503448450015,-0.8164103503125281,-0.11895289639476607,1.6369845590791625,0.17035390459685165,-0.7091254689936788,0.3727029844575478,0,0,1,0,0,0,0,0,0,0,0,0,1
1.3447121290259358,-1.5925817249906025,0,0,0,0,0,0,0,-0.9486332210190641,0.040487383407604376,1.3116982105337436,0.06540104006749761,0.7986044313057995,1.7543320998224363,0.8069019043368888,1.0132167680659252,1.2034094791987804,-1.5258633343168944,-0.7771087422361507,-0.6299487430713289,0.19121959242370898,1.1233383167829372,-0.1156222059610471,1.6752235601546974,-0.4216200051195118,1.1836557320786754,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.4955946992743365,1.343555531625304,0,0,0,0,0,0,0,-1.3760091656397686,0.040487383407604376,-0.9186271522112935,0.06540104006749761,-1.025529007512305,-0.8414672624075679,-1.0371727177704577,-0.9007559696065747,-1.1011212066513223,0.19781270856231983,0.9895242632043196,-0.9064159337733579,-0.5916757987327124,2.2807361400892896,-0.14960618607968035,-1.0144373861461504,0.19205694137739107,-0.9980126996744266,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.427037875305237,-1.5580389337362976,0,0,0,0,0,0,0,1.0172961242361769,1.5012982976464795,-0.9701473357024233,0.06540104006749761,-1.4164147444018986,-2.788316784080071,-1.472860677938677,-1.1056632290489674,-1.4101955971237368,2.6422725874791966,0.679141461010181,-0.13654011571543448,-1.0176284771831297,0.24989501993220742,1.051638741786985,-0.018851060059171854,0.23543709708692617,-1.5540865157685533,0,0,0,0,0,1,0,0,0,0,1,0,0
0.01830486166670544,1.0672132015908657,0,0,0,0,0,0,0,0.8463457463878951,0.040487383407604376,-0.6975889456203174,-1.2646182929415224,-0.7649385162525757,0.24011580518826722,-0.7737334860408369,-0.773370756799471,-0.06502640908424624,0.33091002251234664,-0.6185756353080928,-0.02093449103006235,0.29169167733158324,0.21789369876792822,-0.7943448391314325,-0.7748949477284738,0.952798018717827,-0.5436673096977445,0,0,0,0,1,0,0,0,0,0,0,0,1
-2.119485684788251,-1.0398970649217258,0,0,0,0,0,0,0,-0.5212572763983595,0.040487383407604376,-0.9551898630759662,0.06540104006749761,-0.8952337618824403,-1.0848234526166307,-0.9054531019056474,-0.6990586896971528,-1.7316156976634143,-0.26256884609427,1.7292557588457167,-1.697519919875357,-0.29414533721095193,0.6495083787609403,0.46631370384202975,0.3858313301619212,2.3576823573573424,-0.7155975721009747,0,0,0,1,0,0,0,0,0,0,0,1,0
1.34136789371037,0.7908708715564274,0,0,0,0,0,0,0,-0.6067324653225004,-1.4203235308312707,0.6286402939255392,-1.2646182929415224,0.1471282031564765,-0.23307678688491046,0.33989599354346994,0.35603317145199,1.1186057297239071,1.2772076803485075,-1.111469488260054,-1.5392255261094083,2.404476733707035,0.23024733912745401,2.3679162254602892,-0.34180411701282465,0.6369181397852108,1.1836557320786754,0,0,0,0,1,0,0,0,0,0,1,0,0
-2.119485684788251,-0.867183108650202,0,0,0,0,0,0,1,-2.3162362438053186,1.5012982976464795,-0.8039531954084562,-1.2646182929415224,-0.6346432706227111,-0.0627274537385663,-0.743336651610496,0.8637088779536874,-0.6187013376759168,-0.9381768122292591,1.1112698206263705,-2.121640436154582,2.118460618707,-1.1284542418297945,0.8556477333856279,2.3836808800636327,2.3576823573573424,-0.8371826800629422,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.48425016505701046,1.481726696642523,0,0,0,0,0,0,0,0.0770690460706269,0.040487383407604376,-0.9153032694054142,0.06540104006749761,-1.2861194987720341,-0.0627274537385663,-1.3006119495000787,-1.064363288525161,-0.7251890562677507,-0.04553262552913555,0.22937040612503812,-0.9511967948549651,1.3418363037892793,0.24989501993220742,-0.18179327006229457,0.9343568153623724,1.203170598511236,-1.0997411257918712,0,0,0,0,0,1,0,0,0,0,1,0,0
0.01830486166670544,1.6198978616597421,0,0,0,0,0,0,0,1.5301472577810225,-1.4203235308312707,-0.800629312602577,2.7254397060855378,-0.6346432706227111,-0.7441247863239426,-0.5222687648443806,-0.927313137331097,-0.6018998873345017,-0.04553262552913555,1.1112698206263705,-0.2345444424550286,-0.11680743986047236,1.1448601478935836,-0.27847146892766506,0.7226347370831282,-0.6012223406690909,-0.8371826800629422,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9882644191768418,-0.3490412398356303,0,0,0,0,0,0,0,1.2737216910085998,1.5012982976464795,1.1853906639103287,1.3954203730765178,1.7106711507148518,-1.0848234526166307,1.445235427374047,1.1085131492200713,0.8261746598115968,0.19781270856231983,1.2914023480010943,0.7563033839601496,-0.16977008522761108,-0.018245439282119726,-0.44430032012762355,-0.3783063065794902,-0.9054363713792687,-0.34420085124806377,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6507833010460284,-0.6944691523786781,0,0,0,0,0,0,0,1.0172961242361769,-1.4203235308312707,-0.16410575527668333,0.06540104006749761,0.2774234487863411,-0.3833850220140374,0.48359011994144485,-0.23228526685687936,0.3288169198959888,1.473982862740104,-1.1496596853916998,0.18292141506874454,-0.1792603724555539,0.03373613729820733,0.10424006886931447,1.7654428136403544,-0.9187860578240041,1.1836557320786754,0,0,0,0,0,0,1,0,0,0,1,0,0
1.3032436111129195,-1.6271245162449073,0,0,0,0,0,0,0,0.41896980176719056,1.5012982976464795,1.8069567486097653,-1.2646182929415224,1.8409663963447163,0.7361521775684264,1.566822765095411,1.5182080465102936,1.061378100059518,0.3628178142945093,-1.405900556320989,-0.2487658972998997,-0.5249719666723098,1.6827384611531282,-0.7972855513079259,1.092547027976631,-1.0164770554358749,1.1836557320786754,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.7679368693974367,0.1691006289789414,0,0,0,0,0,0,0,-0.6922076542466413,0.040487383407604376,-0.8870502655554398,0.06540104006749761,-1.025529007512305,-0.8414672624075679,-1.0371727177704577,-0.9742580167610142,-0.7937550699444915,0.19781270856231983,0.9895242632043196,-1.3126667446473748,0.8063691212611136,0.29108486059335403,2.5236127184456945,-0.7055082883542734,-0.7629347069686737,-0.927810863388641,0,0,0,0,1,0,0,0,0,0,1,0,0
1.467541114687646,0.1691006289789414,1,0,0,1,0,0,1,-0.6922076542466413,-1.4203235308312707,1.6806492019863504,-1.2646182929415224,0.7986044313057995,1.429857179543686,1.0583666255333453,1.287290649667915,1.366129456431501,-0.6332191476167713,-1.2668720763884693,-0.5651719664567224,0.613679978394704,0.786651241761805,0.46180948673251593,-0.46714064896380986,0.36273796673802117,2.051636148775231,0,0,1,0,0,0,0,0,0,0,1,0,0
0.6931595399732695,0.27272900274185574,0,0,0,0,0,0,0,-0.7776828431707823,0.040487383407604376,0.0004264436143439779,1.3954203730765178,1.0591949225655288,-1.0107585251616984,1.0703411360665098,-0.05318731171675115,0.1951446399927794,0.2500695556195595,1.1480573701323777,0.42196128312504877,-0.6816842385908893,-0.3221022344642242,-0.7347868641262264,-0.1445414647965355,0.6665073366079062,0.5573800796987631,0,0,0,1,0,0,0,0,0,0,1,0,0
1.458081706223617,0.2036434202332462,0,0,1,0,0,0,1,1.1882465020844588,1.5012982976464795,2.245709278985838,-1.2646182929415224,1.580375905084987,0.4924851876272954,1.323648089652684,1.8188693669865255,1.2994555950300068,0.635867687124835,-1.3787294923873745,0.26460280235023115,-0.4313777111835007,-0.18380126255305201,0.39396472538123195,0.31844993091267576,-0.16815690633079786,1.9005595677842868,0,0,0,0,0,1,0,0,0,0,0,1,0
0.8801500689036211,-0.6599263611243733,0,0,0,0,0,0,1,0.24801942391890872,0.040487383407604376,0.8097919068459632,-1.2646182929415224,0.7986044313057995,0.45643241870743423,0.8069019043368888,0.7719900328502081,0.9353987385994551,0.5927721694035363,-1.2668720763884693,-0.7844710438001731,-0.29935814858080706,1.5412841808822098,0.6746462529269287,1.3186679959767458,-0.8189190794540672,0.890140361713478,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.1430645222234768,-0.6253835698700686,0,0,0,0,0,0,0,-1.6324347324121913,-1.4203235308312707,-0.9585137458818456,0.06540104006749761,-1.1558242531421694,-1.652654563104444,-1.097045270436281,-1.10075781990656,-1.5310999724238432,2.054586065391562,-0.08101239606910084,0.03433400548769879,-1.0176284771831297,0.2754803247734389,0.04239198863805872,-0.2551441808957221,0.5937864702944866,-0.8371826800629422,0,0,0,0,1,0,0,0,0,0,1,0,0
